scenario,profile,method,ticker,weight
confidence_scale_1.4,Kelly_Growth,MeanVariance,VBND.AX,0.0
confidence_scale_1.4,Kelly_Growth,MeanVariance,QAU.AX,0.0
confidence_scale_1.4,Kelly_Growth,MaxSharpe,VAS.AX,0.0
confidence_scale_1.4,Kelly_Growth,MaxSharpe,VSO.AX,0.0
confidence_scale_1.4,Kelly_Growth,MaxSharpe,VHY.AX,0.10557678356914857
confidence_scale_1.4,Kelly_Growth,MaxSharpe,VAP.AX,0.0
confidence_scale_1.4,Kelly_Growth,MaxSharpe,VGS.AX,0.29999999999999993
confidence_scale_1.4,Kelly_Growth,MaxSharpe,VGAD.AX,0.0885847191273369
confidence_scale_1.4,Kelly_Growth,MaxSharpe,VGE.AX,0.06860383670332597
confidence_scale_1.4,Kelly_Growth,MaxSharpe,VAF.AX,0.24211199511995443
confidence_scale_1.4,Kelly_Growth,MaxSharpe,VBND.AX,0.0951226654802341
confidence_scale_1.4,Kelly_Growth,MaxSharpe,QAU.AX,0.09999999999999996
shrinkage_0.0,Trustee_Conservative,MeanVariance,VAS.AX,0.0
shrinkage_0.0,Trustee_Conservative,MeanVariance,VSO.AX,0.0
shrinkage_0.0,Trustee_Conservative,MeanVariance,VHY.AX,0.10957288894306527
shrinkage_0.0,Trustee_Conservative,MeanVariance,VAP.AX,0.0022081680356567652
shrinkage_0.0,Trustee_Conservative,MeanVariance,VGS.AX,0.29999999999999993
shrinkage_0.0,Trustee_Conservative,MeanVariance,VGAD.AX,0.18486677018983255
shrinkage_0.0,Trustee_Conservative,MeanVariance,VGE.AX,0.034907430379748125
shrinkage_0.0,Trustee_Conservative,MeanVariance,VAF.AX,0.2684447424516973
shrinkage_0.0,Trustee_Conservative,MeanVariance,VBND.AX,0.0
shrinkage_0.0,Trustee_Conservative,MeanVariance,QAU.AX,0.09999999999999998
shrinkage_0.0,Trustee_Conservative,MaxSharpe,VAS.AX,0.0
shrinkage_0.0,Trustee_Conservative,MaxSharpe,VSO.AX,0.0
shrinkage_0.0,Trustee_Conservative,MaxSharpe,VHY.AX,0.09545369497110129
shrinkage_0.0,Trustee_Conservative,MaxSharpe,VAP.AX,0.0
shrinkage_0.0,Trustee_Conservative,MaxSharpe,VGS.AX,0.3
shrinkage_0.0,Trustee_Conservative,MaxSharpe,VGAD.AX,0.12162566560107266
shrinkage_0.0,Trustee_Conservative,MaxSharpe,VGE.AX,0.030309935505528428
shrinkage_0.0,Trustee_Conservative,MaxSharpe,VAF.AX,0.299845731650762
shrinkage_0.0,Trustee_Conservative,MaxSharpe,VBND.AX,0.0583990971599434
shrinkage_0.0,Trustee_Conservative,MaxSharpe,QAU.AX,0.0943658751115923
shrinkage_0.0,Market_Balanced,MeanVariance,VAS.AX,0.0
shrinkage_0.0,Market_Balanced,MeanVariance,VSO.AX,0.015535877995596541
shrinkage_0.0,Market_Balanced,MeanVariance,VHY.AX,0.1434803579777218
shrinkage_0.0,Market_Balanced,MeanVariance,VAP.AX,0.012916390550206285
shrinkage_0.0,Market_Balanced,MeanVariance,VGS.AX,0.30000000000000004
shrinkage_0.0,Market_Balanced,MeanVariance,VGAD.AX,0.30000000000000004
shrinkage_0.0,Market_Balanced,MeanVariance,VGE.AX,0.0668785408238417
shrinkage_0.0,Market_Balanced,MeanVariance,VAF.AX,0.10000000000000003
shrinkage_0.0,Market_Balanced,MeanVariance,VBND.AX,0.0
shrinkage_0.0,Market_Balanced,MeanVariance,QAU.AX,0.06118883265263359
shrinkage_0.0,Market_Balanced,MaxSharpe,VAS.AX,0.0
shrinkage_0.0,Market_Balanced,MaxSharpe,VSO.AX,0.0
shrinkage_0.0,Market_Balanced,MaxSharpe,VHY.AX,0.11194881249199917
shrinkage_0.0,Market_Balanced,MaxSharpe,VAP.AX,0.0
shrinkage_0.0,Market_Balanced,MaxSharpe,VGS.AX,0.3
shrinkage_0.0,Market_Balanced,MaxSharpe,VGAD.AX,0.1622230050893989
shrinkage_0.0,Market_Balanced,MaxSharpe,VGE.AX,0.07302856045545462
shrinkage_0.0,Market_Balanced,MaxSharpe,VAF.AX,0.25279962196314737
shrinkage_0.0,Market_Balanced,MaxSharpe,VBND.AX,0.0
shrinkage_0.0,Market_Balanced,MaxSharpe,QAU.AX,0.09999999999999998
shrinkage_0.0,Kelly_Growth,MeanVariance,VAS.AX,0.0
shrinkage_0.0,Kelly_Growth,MeanVariance,VSO.AX,0.09999999999999991
shrinkage_0.0,Kelly_Growth,MeanVariance,VHY.AX,0.13525697413225124
shrinkage_0.0,Kelly_Growth,MeanVariance,VAP.AX,0.03028009801399855
shrinkage_0.0,Kelly_Growth,MeanVariance,VGS.AX,0.2999999999999999
shrinkage_0.0,Kelly_Growth,MeanVariance,VGAD.AX,0.29999999999999916
shrinkage_0.0,Kelly_Growth,MeanVariance,VGE.AX,0.08446292785375144
shrinkage_0.0,Kelly_Growth,MeanVariance,VAF.AX,0.04999999999999997
shrinkage_0.0,Kelly_Growth,MeanVariance,VBND.AX,0.0
shrinkage_0.0,Kelly_Growth,MeanVariance,QAU.AX,0.0
shrinkage_0.0,Kelly_Growth,MaxSharpe,VAS.AX,0.0
shrinkage_0.0,Kelly_Growth,MaxSharpe,VSO.AX,0.0
shrinkage_0.0,Kelly_Growth,MaxSharpe,VHY.AX,0.0647985264479678
shrinkage_0.0,Kelly_Growth,MaxSharpe,VAP.AX,0.0
shrinkage_0.0,Kelly_Growth,MaxSharpe,VGS.AX,0.30000000000000004
shrinkage_0.0,Kelly_Growth,MaxSharpe,VGAD.AX,0.16606959807235827
shrinkage_0.0,Kelly_Growth,MaxSharpe,VGE.AX,0.09461898853711415
shrinkage_0.0,Kelly_Growth,MaxSharpe,VAF.AX,0.2745128869425598
shrinkage_0.0,Kelly_Growth,MaxSharpe,VBND.AX,0.0
shrinkage_0.0,Kelly_Growth,MaxSharpe,QAU.AX,0.10000000000000002
shrinkage_0.1,Trustee_Conservative,MeanVariance,VAS.AX,0.0
shrinkage_0.1,Trustee_Conservative,MeanVariance,VSO.AX,0.0029123620774523765
shrinkage_0.1,Trustee_Conservative,MeanVariance,VHY.AX,0.11977460396437642
shrinkage_0.1,Trustee_Conservative,MeanVariance,VAP.AX,0.028219075784109097
shrinkage_0.1,Trustee_Conservative,MeanVariance,VGS.AX,0.29999999999999993
shrinkage_0.1,Trustee_Conservative,MeanVariance,VGAD.AX,0.15990737096781044
shrinkage_0.1,Trustee_Conservative,MeanVariance,VGE.AX,0.03380959622793643
shrinkage_0.1,Trustee_Conservative,MeanVariance,VAF.AX,0.2064590870628838
shrinkage_0.1,Trustee_Conservative,MeanVariance,VBND.AX,0.04891790391543143
shrinkage_0.1,Trustee_Conservative,MeanVariance,QAU.AX,0.09999999999999998
shrinkage_0.1,Trustee_Conservative,MaxSharpe,VAS.AX,0.0
shrinkage_0.1,Trustee_Conservative,MaxSharpe,VSO.AX,0.0
shrinkage_0.1,Trustee_Conservative,MaxSharpe,VHY.AX,0.10037180131323724
shrinkage_0.1,Trustee_Conservative,MaxSharpe,VAP.AX,0.010043453900050901
shrinkage_0.1,Trustee_Conservative,MaxSharpe,VGS.AX,0.3
shrinkage_0.1,Trustee_Conservative,MaxSharpe,VGAD.AX,0.09597983872750246
shrinkage_0.1,Trustee_Conservative,MaxSharpe,VGE.AX,0.025941283821383526
shrinkage_0.1,Trustee_Conservative,MaxSharpe,VAF.AX,0.25521972082476024
shrinkage_0.1,Trustee_Conservative,MaxSharpe,VBND.AX,0.11611524364910072
shrinkage_0.1,Trustee_Conservative,MaxSharpe,QAU.AX,0.09632865776396503
shrinkage_0.1,Market_Balanced,MeanVariance,VAS.AX,0.0
shrinkage_0.1,Market_Balanced,MeanVariance,VSO.AX,0.06579466884176291
shrinkage_0.1,Market_Balanced,MeanVariance,VHY.AX,0.11216428771757363
shrinkage_0.1,Market_Balanced,MeanVariance,VAP.AX,0.03172044065638281
shrinkage_0.1,Market_Balanced,MeanVariance,VGS.AX,0.3
shrinkage_0.1,Market_Balanced,MeanVariance,VGAD.AX,0.3
shrinkage_0.1,Market_Balanced,MeanVariance,VGE.AX,0.02334904777250746
shrinkage_0.1,Market_Balanced,MeanVariance,VAF.AX,0.09999999999999999
shrinkage_0.1,Market_Balanced,MeanVariance,VBND.AX,0.0
shrinkage_0.1,Market_Balanced,MeanVariance,QAU.AX,0.06697155501177329
shrinkage_0.1,Market_Balanced,MaxSharpe,VAS.AX,0.0
shrinkage_0.1,Market_Balanced,MaxSharpe,VSO.AX,0.0
shrinkage_0.1,Market_Balanced,MaxSharpe,VHY.AX,0.12168434396133335
shrinkage_0.1,Market_Balanced,MaxSharpe,VAP.AX,0.0018428295852652497
shrinkage_0.1,Market_Balanced,MaxSharpe,VGS.AX,0.30000000000000004
shrinkage_0.1,Market_Balanced,MaxSharpe,VGAD.AX,0.11291101691735611
shrinkage_0.1,Market_Balanced,MaxSharpe,VGE.AX,0.06192707695617082
shrinkage_0.1,Market_Balanced,MaxSharpe,VAF.AX,0.22138806181396445
shrinkage_0.1,Market_Balanced,MaxSharpe,VBND.AX,0.08024667076590997
shrinkage_0.1,Market_Balanced,MaxSharpe,QAU.AX,0.1
shrinkage_0.1,Kelly_Growth,MeanVariance,VAS.AX,0.0
shrinkage_0.1,Kelly_Growth,MeanVariance,VSO.AX,0.1
shrinkage_0.1,Kelly_Growth,MeanVariance,VHY.AX,0.16400808196727196
shrinkage_0.1,Kelly_Growth,MeanVariance,VAP.AX,0.08
shrinkage_0.1,Kelly_Growth,MeanVariance,VGS.AX,0.3
shrinkage_0.1,Kelly_Growth,MeanVariance,VGAD.AX,0.3
shrinkage_0.1,Kelly_Growth,MeanVariance,VGE.AX,0.005991918032728153
shrinkage_0.1,Kelly_Growth,MeanVariance,VAF.AX,0.050000000000000024
shrinkage_0.1,Kelly_Growth,MeanVariance,VBND.AX,0.0
shrinkage_0.1,Kelly_Growth,MeanVariance,QAU.AX,0.0
shrinkage_0.1,Kelly_Growth,MaxSharpe,VAS.AX,0.0
shrinkage_0.1,Kelly_Growth,MaxSharpe,VSO.AX,0.0
shrinkage_0.1,Kelly_Growth,MaxSharpe,VHY.AX,0.08679994224208012
shrinkage_0.1,Kelly_Growth,MaxSharpe,VAP.AX,0.0
shrinkage_0.1,Kelly_Growth,MaxSharpe,VGS.AX,0.29999999999999993
shrinkage_0.1,Kelly_Growth,MaxSharpe,VGAD.AX,0.09857910355121195
shrinkage_0.1,Kelly_Growth,MaxSharpe,VGE.AX,0.07621445868646318
shrinkage_0.1,Kelly_Growth,MaxSharpe,VAF.AX,0.24698201006651158
shrinkage_0.1,Kelly_Growth,MaxSharpe,VBND.AX,0.09142448545373326
shrinkage_0.1,Kelly_Growth,MaxSharpe,QAU.AX,0.09999999999999999
shrinkage_0.3,Trustee_Conservative,MeanVariance,VAS.AX,0.0
shrinkage_0.3,Trustee_Conservative,MeanVariance,VSO.AX,0.03297402796385271
shrinkage_0.3,Trustee_Conservative,MeanVariance,VHY.AX,0.1204428661521443
shrinkage_0.3,Trustee_Conservative,MeanVariance,VAP.AX,0.03796249074795689
shrinkage_0.3,Trustee_Conservative,MeanVariance,VGS.AX,0.3
shrinkage_0.3,Trustee_Conservative,MeanVariance,VGAD.AX,0.13499539373322664
shrinkage_0.3,Trustee_Conservative,MeanVariance,VGE.AX,0.023625221402819523
shrinkage_0.3,Trustee_Conservative,MeanVariance,VAF.AX,0.1740888069781474
shrinkage_0.3,Trustee_Conservative,MeanVariance,VBND.AX,0.07591119302185259
shrinkage_0.3,Trustee_Conservative,MeanVariance,QAU.AX,0.1
shrinkage_0.3,Trustee_Conservative,MaxSharpe,VAS.AX,0.0
shrinkage_0.3,Trustee_Conservative,MaxSharpe,VSO.AX,0.015091391799803835
shrinkage_0.3,Trustee_Conservative,MaxSharpe,VHY.AX,0.09896423623185767
shrinkage_0.3,Trustee_Conservative,MaxSharpe,VAP.AX,0.02069903351831794
shrinkage_0.3,Trustee_Conservative,MaxSharpe,VGS.AX,0.29999999999999993
shrinkage_0.3,Trustee_Conservative,MaxSharpe,VGAD.AX,0.08326787668692473
shrinkage_0.3,Trustee_Conservative,MaxSharpe,VGE.AX,0.02280203202018639
shrinkage_0.3,Trustee_Conservative,MaxSharpe,VAF.AX,0.22469640046943035
shrinkage_0.3,Trustee_Conservative,MaxSharpe,VBND.AX,0.13649312888289036
shrinkage_0.3,Trustee_Conservative,MaxSharpe,QAU.AX,0.09798590039058867
shrinkage_0.3,Market_Balanced,MeanVariance,VAS.AX,0.0
shrinkage_0.3,Market_Balanced,MeanVariance,VSO.AX,0.08715611421954439
shrinkage_0.3,Market_Balanced,MeanVariance,VHY.AX,0.13699998984289397
shrinkage_0.3,Market_Balanced,MeanVariance,VAP.AX,0.05239747454829859
shrinkage_0.3,Market_Balanced,MeanVariance,VGS.AX,0.3
shrinkage_0.3,Market_Balanced,MeanVariance,VGAD.AX,0.23285789046092892
shrinkage_0.3,Market_Balanced,MeanVariance,VGE.AX,0.0032190643094272536
shrinkage_0.3,Market_Balanced,MeanVariance,VAF.AX,0.09038056666325629
shrinkage_0.3,Market_Balanced,MeanVariance,VBND.AX,0.009619433336743699
shrinkage_0.3,Market_Balanced,MeanVariance,QAU.AX,0.08736946661890686
shrinkage_0.3,Market_Balanced,MaxSharpe,VAS.AX,0.0015404255951849673
shrinkage_0.3,Market_Balanced,MaxSharpe,VSO.AX,0.02629057333745023
shrinkage_0.3,Market_Balanced,MaxSharpe,VHY.AX,0.11100134975972097
shrinkage_0.3,Market_Balanced,MaxSharpe,VAP.AX,0.015961611591475952
shrinkage_0.3,Market_Balanced,MaxSharpe,VGS.AX,0.29999999999999993
shrinkage_0.3,Market_Balanced,MaxSharpe,VGAD.AX,0.07698323376784826
shrinkage_0.3,Market_Balanced,MaxSharpe,VGE.AX,0.05274951618860441
shrinkage_0.3,Market_Balanced,MaxSharpe,VAF.AX,0.19196718559298215
shrinkage_0.3,Market_Balanced,MaxSharpe,VBND.AX,0.12350610416673309
shrinkage_0.3,Market_Balanced,MaxSharpe,QAU.AX,0.1
shrinkage_0.3,Kelly_Growth,MeanVariance,VAS.AX,0.0
shrinkage_0.3,Kelly_Growth,MeanVariance,VSO.AX,0.09999999999999995
shrinkage_0.3,Kelly_Growth,MeanVariance,VHY.AX,0.1546770652379894
shrinkage_0.3,Kelly_Growth,MeanVariance,VAP.AX,0.07999999999999992
shrinkage_0.3,Kelly_Growth,MeanVariance,VGS.AX,0.29999999999999993
shrinkage_0.3,Kelly_Growth,MeanVariance,VGAD.AX,0.29999999999999993
shrinkage_0.3,Kelly_Growth,MeanVariance,VGE.AX,0.0
shrinkage_0.3,Kelly_Growth,MeanVariance,VAF.AX,0.05000000000000032
shrinkage_0.3,Kelly_Growth,MeanVariance,VBND.AX,0.0
shrinkage_0.3,Kelly_Growth,MeanVariance,QAU.AX,0.015322934762010612
shrinkage_0.3,Kelly_Growth,MaxSharpe,VAS.AX,0.0
shrinkage_0.3,Kelly_Growth,MaxSharpe,VSO.AX,0.01322989269688181
shrinkage_0.3,Kelly_Growth,MaxSharpe,VHY.AX,0.09243927113568377
shrinkage_0.3,Kelly_Growth,MaxSharpe,VAP.AX,0.0
shrinkage_0.3,Kelly_Growth,MaxSharpe,VGS.AX,0.30000000000000004
shrinkage_0.3,Kelly_Growth,MaxSharpe,VGAD.AX,0.055778476607627
shrinkage_0.3,Kelly_Growth,MaxSharpe,VGE.AX,0.06083796128421289
shrinkage_0.3,Kelly_Growth,MaxSharpe,VAF.AX,0.22491504216941924
shrinkage_0.3,Kelly_Growth,MaxSharpe,VBND.AX,0.15279935610617537
shrinkage_0.3,Kelly_Growth,MaxSharpe,QAU.AX,0.10000000000000002
